Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Moisture,Soil Type,Crop,Yield
89.29298775216347,82.88262563733326,47.06332808098192,28.091270762737828,77.9065780393102,5.563673494440678,109.5602312916672,78.4413069957472,Loamy ,Banana,4000
96.05649167491534,85.90776321324068,51.11846223124402,29.87918700173028,76.7409014623508,6.256936255273705,92.00084855260106,78.54458196128094,Loamy ,Banana,4000
92.0426950155728,81.0152099339447,52.1328806636446,28.035526010805327,76.57676162384571,6.116935167021344,103.75739387574285,78.74757226876656,Loamy ,Banana,4000
95.18590092228293,82.1534640250104,47.94412512056341,27.625089600813862,83.36324199950008,5.931941607186853,92.8110289247221,78.60944595699749,Loamy ,Banana,5000
89.17832573924353,84.96132321422607,54.922777209792194,26.79094316323941,76.49994284377459,6.1819449234192,91.62812169248383,78.46637839599778,Loamy ,Banana,5000
98.9056483357627,70.16332628641925,45.971886103393665,26.53504392001645,83.04868311174738,5.742723917957389,100.45017740767697,78.44107727622229,Loamy ,Banana,5000
81.9495488745693,75.02485622278645,55.013108688316336,27.350249604179005,78.50358251025807,6.4605015724189485,92.35200725033538,78.51540212518375,Loamy ,Banana,5000
91.0286741687211,93.864783679616,45.91175736929813,29.318893975371328,75.97411296873241,6.1464392879400584,92.77724105561738,78.42315567771512,Loamy ,Banana,6500
109.86943249668829,71.0323278482004,54.07864771201705,28.70160537197036,82.11462297948485,5.752559950401628,94.5117589112633,78.44283148959383,Loamy ,Banana,7000
104.93609672635043,95.0720214562442,50.11678102660235,27.230854925721058,83.53956635268302,5.854616074045216,101.113033556823,78.45899969528021,Loamy ,Banana,7500
97.1057295434906,74.22896031182145,44.930855420429104,26.514084445533246,78.60070031078118,5.768236025620289,113.15964167980228,78.43723571337307,Loamy ,Banana,7500
80.0708149764644,70.98532125441152,46.86395211535741,27.514983101872303,80.6909068080533,6.135367722345587,105.10910209048832,78.43683795379563,Loamy ,Banana,8000
114.04876653828346,79.0119778015222,50.87171533472018,26.27223085819949,82.32561178311448,6.188305541897476,112.11651443597671,78.53707664011647,Loamy ,Banana,8000
87.8749532764131,78.19858907991917,44.9729696277806,29.21208379557511,79.3335710396403,6.376695982627568,92.05081753337475,78.41049559936074,Loamy ,Banana,8000
94.88467159710511,74.99974726069715,49.916185491265516,28.195586940885494,75.1792384229118,5.772007304909856,118.0557820517722,78.50885496926702,Loamy ,Banana,9000
106.03509834327069,85.06939160261179,52.81998664738762,27.252312816749583,78.71670026289513,5.779069491512519,99.73908570255658,78.64345968383589,Loamy ,Banana,9000
119.03705394145118,72.07555206086023,55.14380213508422,25.972957491087513,83.6059048916658,6.2715761571795,112.10617374391484,78.55683306562422,Loamy ,Banana,9000
100.17175569475583,79.88524875148309,52.01462952732671,27.43980329423273,77.20706070423229,5.99019125351191,110.29008776510742,78.53094457966516,Loamy ,Banana,10000
115.87819622268346,80.99798814822816,54.967571445750636,26.383185040671297,83.7466944938128,5.901567511190534,95.20122428024702,78.68372163233444,Loamy ,Banana,300
91.06260933195541,74.96322217397137,55.1265586415481,27.44933316773599,76.0925574675296,6.2547184680400685,109.36690560813543,78.5773545353358,Loamy ,Banana,370
116.8958455893071,82.02446266039772,45.04426467840795,25.172311224469386,79.11604924902491,5.56481562805037,105.37628773520191,78.56935015261591,Loamy ,Banana,400
92.97848390902645,82.98169153407126,45.96747122036821,29.291245332661532,83.46231387174254,5.78309250916961,109.18819468386963,78.4969130216075,Loamy ,Banana,420
93.02241121070298,81.19407580771507,50.026037409580724,27.91294053031624,76.54952530940747,6.045557849358073,102.03604659429301,78.64915996315624,Loamy ,Banana,450
82.93366850287437,94.99507355140189,50.11374609893734,26.635061316939233,77.91877856350058,5.541296513593373,109.03021150107757,78.40756457235452,Loamy ,Banana,500
119.00910172985925,89.83068285954565,48.04189156590184,28.678084113727856,79.60922840699055,5.8122574876255335,118.10629630323537,78.64429175240733,Loamy ,Banana,500
93.06538906445607,84.8298605407845,49.11962382994164,27.9369491049764,79.35902112245122,5.494967768220638,119.50445790844245,78.59031324515796,Loamy ,Banana,500
98.82575359004674,92.01546549860086,47.10396438704055,28.05473489049983,77.43871975404457,6.333259956403932,103.5665254542903,78.51697282569245,Loamy ,Banana,500
95.05804228917609,87.94264694825986,52.10017700037127,27.965910161562448,78.90903009073355,6.369749317708025,94.70900856737461,78.54018945052475,Loamy ,Banana,500
112.98525090754099,85.07509777885393,44.90515636724375,27.73117834786159,76.48602745960721,5.983032162067022,109.00692412936043,78.32053912890964,Loamy ,Banana,500
117.0871973722337,85.97252463844083,52.797285017473016,25.357492598700375,83.5338737107251,5.824550174988394,115.83640553218144,78.45705465177376,Loamy ,Banana,580
102.05478010407515,71.05421073983432,48.08818532413893,28.661743309956094,79.22693597487513,5.4823968945498045,102.44198234201123,78.41360293539228,Loamy ,Banana,600
104.12223517278306,72.93693472295335,45.90574526958362,29.251619300496703,80.09921285334565,6.220916919141187,90.41324928507437,78.6081888311997,Loamy ,Banana,600
86.01962788395633,78.77978342281331,45.0240673555475,27.81192705506672,82.54516422918513,5.772768221042634,99.27049159611951,78.67606926013342,Loamy ,Banana,650
85.91990254083353,76.00729758981639,54.04674233821143,29.155542120209667,80.10314092521617,5.911374038708416,90.09916292781622,78.59272521543907,Loamy ,Banana,700
94.85175517219135,75.01496228269102,45.17130363197222,28.96380881668363,83.09044881078967,5.989841525408121,108.89187354953864,78.53162129183494,Loamy ,Banana,700
83.04880448711894,94.0305757806587,47.02950651634525,27.41472189259658,81.10885280384412,6.511657690245694,112.10599641824187,78.43402519229986,Loamy ,Banana,700
101.98471972202817,73.08642500090842,54.05161446408453,26.369946621686367,84.45395570472618,5.812793407251205,110.99358277299221,78.48050155635475,Loamy ,Banana,700
94.96740523473692,73.99676222755767,49.972809653529616,25.89427743756958,80.37277586788791,5.970138293047666,109.93799530838419,78.48842091897323,Loamy ,Banana,700
108.05146854290784,71.89932538565267,46.15634934305373,25.025801355059585,84.77375861147605,5.938816791890619,90.87663320975342,78.41561018193424,Loamy ,Banana,700
102.21086725308645,73.16673002934093,51.88514656874538,27.927277485194953,83.6354315017957,6.143176732304162,90.24640441099373,78.40764181175983,Loamy ,Banana,700
105.04431512914682,92.90697427955713,46.12783928018862,24.978238482429,78.81597186287925,5.690914142521376,108.36250421555698,78.55494233587586,Loamy ,Banana,700
79.92506271358901,76.98510917171146,49.0029518006571,26.10620780743137,79.35793635459412,5.5878010439597965,113.15565986872268,78.50514190751187,Loamy ,Banana,800
89.9503652057513,91.91523045353725,55.07282032664861,27.104759249576887,80.28219325437124,6.092717939230911,97.48025609962947,78.61246602748749,Loamy ,Banana,800
94.12043529161978,91.05087104679359,51.22804573168154,29.073299041025482,76.60827106473764,5.775162160651266,109.46213528120128,78.31486835988619,Loamy ,Banana,800
108.96431279847309,91.04030866550346,52.87989269505112,29.68333136041063,83.539259823461,5.804003500851001,110.14612278938759,78.614942723605,Loamy ,Banana,800
105.88505415934382,69.99698084955135,55.05370859704449,25.98192024448635,78.50524545720664,5.688412559208278,116.50538463915105,78.46273134485202,Loamy ,Banana,800
89.9580805213679,86.09924208063622,51.97900773433563,26.039953478091128,82.07478747569552,5.9208467516606555,119.0877915192418,78.62672787900443,Loamy ,Banana,800
105.06626523947715,87.94092415104895,54.08055929790142,25.872439954773714,84.57926229762086,6.082640934351056,114.12484082927534,78.44044402912242,Loamy ,Banana,800
81.97748404159246,77.00888735909349,46.0330788166742,29.05132295507449,82.34459092125826,5.788159963186139,95.87968128484965,78.5638178408457,Loamy ,Banana,800
111.08494174425289,79.16179296305847,53.02316175729888,28.180127421406077,75.66642892907804,6.005160125053516,119.60940941961873,78.72265080017374,Loamy ,Banana,850
116.02278043689917,71.00805930166128,47.13621573597814,27.54893670822381,81.99400449466263,6.4981549499284,91.37976032363518,78.66878682771473,Loamy ,Banana,900
116.91061423367995,78.85550156233256,49.046154832294235,25.362812006127093,82.30334250278999,6.275506371697719,112.95026681996472,78.46925646370849,Loamy ,Banana,900
82.08023742980178,78.11408228441695,46.039127211078416,25.04832054080861,84.93851431609943,5.52904863060446,110.47347031067534,78.48154273314988,Loamy ,Banana,900
82.96950133657884,78.97435482868474,54.95569826107281,25.10832683686227,83.5815934212974,5.517976973655571,98.79356569843193,78.55093226856425,Loamy ,Banana,1000
108.92262891492523,79.20674368038874,45.019067574321575,27.711970135427443,79.71982302569604,6.520203459347871,108.57390603374012,78.4985835510898,Loamy ,Banana,1000
100.15957779771149,76.07658880671296,45.11581976929433,25.669284331750895,76.00756034453669,5.817634053436417,102.64150492947557,78.46650761757704,Loamy ,Banana,1000
116.94431559043804,75.82855755595499,47.28240640294869,25.577392908355762,77.29733559900203,6.111898544432438,93.1832667281872,78.63113770571692,Loamy ,Banana,1000
93.08928752090239,91.02861460649814,47.114559618256855,27.843437651245704,83.28663248360493,6.268977633128393,117.27244525355106,78.56555152155563,Loamy ,Banana,1000
107.02699126514962,70.9683389195952,55.06135192137146,29.380544558756466,83.97365182827689,6.010892745513238,117.24958525584766,78.52919082993596,Loamy ,Banana,1000
85.00853532845575,88.98090471431529,50.94601431204631,29.21450797468182,84.67189628923757,6.239664113658696,108.37949128605709,78.50114731202552,Loamy ,Banana,1000
92.94306542682045,94.16569701052462,52.914126023577396,25.836083196823324,84.48445169884853,5.940078867655585,114.56342983341192,78.43473923298832,Loamy ,Banana,1100
107.99744104397733,89.16963029645325,52.964753156766854,29.554283755642786,77.94739730293186,5.873219920684481,99.41535757586978,78.587689242288,Loamy ,Banana,1200
101.00453795096543,91.97942968073802,44.936864473044956,28.206484682662772,80.85612548360213,5.736157326002805,98.08572196176034,78.48210433240324,Loamy ,Banana,1200
116.88122202421688,80.966027022769,53.043758902432515,29.553764088399625,78.10753968351851,5.650271186383078,98.12323647841785,78.44109285520597,Loamy ,Banana,1200
107.85212347367442,92.01446111456369,53.001426937715415,27.538248197501176,83.06175159498366,6.245043929649962,104.85881949838868,78.64953766003073,Loamy ,Banana,1400
104.98752705416402,76.9723520340594,51.975465300586464,29.25317947865583,76.21000187298424,5.679222011675079,99.98053725325195,78.56599234375892,Loamy ,Banana,1400
91.9537976853992,84.91797619050928,50.97566860302568,29.198176870109364,81.13817570048295,5.812389090844095,108.97035706637618,78.48951359360711,Loamy ,Banana,1450
109.77951853365248,77.79908613096018,49.94943632301464,26.08414927236829,78.8239974698366,5.868782431592981,98.25914896161201,78.56552292133428,Loamy ,Banana,1500
94.00708131347707,70.0626444977736,48.00696563518643,25.1326555735624,84.97253810600476,6.04927057749875,91.56422048760385,78.64863709950278,Loamy ,Banana,1500
107.04839790038137,71.93003262275326,44.90568470338418,28.23643019127544,81.56764205781481,5.868498035456093,91.46893201575524,78.69522546347724,Loamy ,Banana,1500
101.03035944395867,74.99842550892151,49.915461914374774,26.279422516298546,81.28579224606607,6.093270451671776,110.0196225613395,78.6625551653413,Loamy ,Banana,1500
103.11099932466907,72.13511916213332,50.852096323125565,26.000831505233755,81.99141542740261,6.278821808840788,104.54474413716606,78.57034978949137,Loamy ,Banana,1500
110.91951863331361,87.80255626795719,54.92726692766711,29.34169815150646,78.3350361820967,5.479126098604214,96.4769862385419,78.43940961470365,Loamy ,Banana,1500
90.01782439649467,86.12510726232003,54.883580641808436,28.027523916924263,84.22955364679048,5.599493866599329,97.47371137964973,78.78945965363813,Loamy ,Banana,1500
80.07623426330848,89.95179653117742,47.07925648812287,26.599418185950427,79.31188724399658,6.325494996244146,107.43102252122844,78.52110028122755,Loamy ,Banana,1583
101.02462369138138,69.9727324669045,47.89763868792305,25.449657019428376,75.14493764754486,6.171046872176917,116.47255289658706,78.7139293893498,Loamy ,Banana,1583
90.9236716058602,84.08006930087862,52.029970647146385,29.07091698042169,78.68520024000854,6.398966609470063,117.44642326615639,78.74880889501625,Loamy ,Banana,1667
111.93116455409634,73.05384031001961,48.04917939360086,29.081039224140625,77.33276499105645,5.828580406689491,90.55483273255797,78.59165218714455,Loamy ,Banana,1790
98.86598740603613,73.09018064862344,52.793844679757484,26.221876318870976,80.9013890851805,5.932548369645829,118.7345281223081,78.4341770562326,Loamy ,Banana,1833
107.95099157498419,88.97369057275573,53.01317136058327,29.112949750012138,80.11170732964631,5.953234630100803,112.49512593827313,78.44888238989968,Loamy ,Banana,1833
108.07910413125332,87.96708444770732,55.06931129859351,26.431094196589854,83.52831522621634,5.805524058844971,113.74014114015739,78.70392621471531,Loamy ,Banana,2000
86.2660757143595,94.88510835775644,48.9277780802488,27.870614567575423,77.95183946105894,6.4522356351186225,108.38601265995507,78.7630470260747,Loamy ,Banana,2000
91.99244622344798,74.96943858524307,44.95735199939434,28.93323699417302,77.9794233765996,5.535752491875913,90.35798942315996,78.32034087027343,Loamy ,Banana,2000
118.10267479974627,87.98983964475424,51.16096165576176,25.406685822975078,79.46916663618984,6.195707252952779,100.4222707477812,78.55542074526942,Loamy ,Banana,2000
100.00694158630017,73.99315838361703,52.023985733746194,25.180758012167193,81.40599559643037,5.896023247360352,96.48117472426293,78.44347700509535,Loamy ,Banana,2000
94.0050757724763,89.01375383586837,48.09487251882502,28.510894653709727,84.34431348172748,5.6075193151560185,110.92561536556738,78.46955964411399,Loamy ,Banana,2000
112.09752832995824,87.03979344500794,48.031479343193276,27.224018969603847,77.36990608887494,6.178340780986224,99.37451125782572,78.45491102252416,Loamy ,Banana,2000
103.95562727501155,79.95874230100111,54.0069640318949,27.037189756180094,81.26660373226413,5.827866111744904,110.09010575574877,78.38827547336594,Loamy ,Banana,2050
97.98622382135038,78.82870831074246,49.973463386579404,25.296976331025284,84.35195914730244,6.4032818293982725,91.03651777766422,78.43038853236453,Loamy ,Banana,2500
108.07859528727154,93.99472081577397,47.08782913494824,27.362661971501048,84.50572741285362,6.258347795306548,90.86264284678417,78.56800341557329,Loamy ,Banana,2500
110.93397257137921,86.85464242103062,47.96769630593286,26.385914313752927,81.42178670872788,5.462241335593809,98.26811468027374,78.39548036937539,Loamy ,Banana,3000
91.89776539952106,81.06719281270752,52.0712620279786,27.40623984267572,81.49826337345336,6.347535950358844,94.39449032827561,78.51878803307044,Loamy ,Banana,3000
119.87245048834588,87.08378928937574,51.872933150519636,28.114973642722596,76.17415709464156,5.85800310517201,119.09021243601077,78.53693432272709,Loamy ,Banana,3000
89.02175044158312,91.07864155375363,54.92072642090612,25.116141721312417,80.24229608222726,6.33024969246017,94.4004537452803,78.6068525950856,Loamy ,Banana,3000
105.16225226911837,74.09279570441873,44.93951549081359,25.015403670468814,81.21416394622833,6.06825665926281,119.15123039653734,78.47130158242015,Loamy ,Banana,3500
117.9227757030874,88.10566540141797,51.892044600634556,28.45302375715774,82.78576269422238,5.878290632859216,98.78491040432462,78.48042886609127,Loamy ,Banana,4000
101.00522435107156,86.98084445748496,53.92587006492369,29.202176681288048,76.55635535514679,6.4776839466238325,100.32918695471541,78.5485661036664,Loamy ,Banana,4000
84.8840454222488,94.82514736294688,46.895493691072964,25.87778533601724,78.43762750322205,5.9452874784983685,119.9711665904976,78.50351272971446,Loamy ,Banana,4000
116.96561217028575,85.91448701507099,48.02602206486905,28.658724477157165,82.56679289982294,6.30864071608126,116.1042139680942,78.46433298569725,Loamy ,Banana,4000
114.03609799946791,94.01768401622613,52.98771739180629,26.39014537788563,76.87396759134002,6.256445907191668,118.76125611822583,78.63184484344639,Loamy ,Banana,4000
89.29298775216347,82.88262563733326,47.06332808098192,28.091270762737828,77.9065780393102,5.563673494440678,109.5602312916672,78.4413069957472,Loamy ,Banana,4000
96.05649167491534,85.90776321324068,51.11846223124402,29.87918700173028,76.7409014623508,6.256936255273705,92.00084855260106,78.54458196128094,Loamy ,Banana,4000
92.0426950155728,81.0152099339447,52.1328806636446,28.035526010805327,76.57676162384571,6.116935167021344,103.75739387574285,78.74757226876656,Loamy ,Banana,4000
95.18590092228293,82.1534640250104,47.94412512056341,27.625089600813862,83.36324199950008,5.931941607186853,92.8110289247221,78.60944595699749,Loamy ,Banana,5000
89.17832573924353,84.96132321422607,54.922777209792194,26.79094316323941,76.49994284377459,6.1819449234192,91.62812169248383,78.46637839599778,Loamy ,Banana,5000
98.9056483357627,70.16332628641925,45.971886103393665,26.53504392001645,83.04868311174738,5.742723917957389,100.45017740767697,78.44107727622229,Loamy ,Banana,5000
81.9495488745693,75.02485622278645,55.013108688316336,27.350249604179005,78.50358251025807,6.4605015724189485,92.35200725033538,78.51540212518375,Loamy ,Banana,5000
91.0286741687211,93.864783679616,45.91175736929813,29.318893975371328,75.97411296873241,6.1464392879400584,92.77724105561738,78.42315567771512,Loamy ,Banana,6500
109.86943249668829,71.0323278482004,54.07864771201705,28.70160537197036,82.11462297948485,5.752559950401628,94.5117589112633,78.44283148959383,Loamy ,Banana,7000
104.93609672635043,95.0720214562442,50.11678102660235,27.230854925721058,83.53956635268302,5.854616074045216,101.113033556823,78.45899969528021,Loamy ,Banana,7500
97.1057295434906,74.22896031182145,44.930855420429104,26.514084445533246,78.60070031078118,5.768236025620289,113.15964167980228,78.43723571337307,Loamy ,Banana,7500
80.0708149764644,70.98532125441152,46.86395211535741,27.514983101872303,80.6909068080533,6.135367722345587,105.10910209048832,78.43683795379563,Loamy ,Banana,8000
114.04876653828346,79.0119778015222,50.87171533472018,26.27223085819949,82.32561178311448,6.188305541897476,112.11651443597671,78.53707664011647,Loamy ,Banana,8000
87.8749532764131,78.19858907991917,44.9729696277806,29.21208379557511,79.3335710396403,6.376695982627568,92.05081753337475,78.41049559936074,Loamy ,Banana,8000
94.88467159710511,74.99974726069715,49.916185491265516,28.195586940885494,75.1792384229118,5.772007304909856,118.0557820517722,78.50885496926702,Loamy ,Banana,9000
106.03509834327069,85.06939160261179,52.81998664738762,27.252312816749583,78.71670026289513,5.779069491512519,99.73908570255658,78.64345968383589,Loamy ,Banana,9000
119.03705394145118,72.07555206086023,55.14380213508422,25.972957491087513,83.6059048916658,6.2715761571795,112.10617374391484,78.55683306562422,Loamy ,Banana,9000
100.17175569475583,79.88524875148309,52.01462952732671,27.43980329423273,77.20706070423229,5.99019125351191,110.29008776510742,78.53094457966516,Loamy ,Banana,10000
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Clayey,Cotton,250
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Black,Cotton,250
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Black,Cotton,250
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Sandy,Cotton,250
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Black,Cotton,250
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.42,Clayey,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.43,Black,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.46,Clayey,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.51,Red,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.55,Clayey,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.57,Clayey,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.59,Clayey,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.62,Black,Cotton,1050
123.0,50.0,16.0,23.04920461,75.53835214,6.498052108,70.65644296,40.69,Loamy,Cotton,1050
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.05,Black,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.07,Loamy,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.11,Sandy,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.12,Loamy,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.13,Black,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.22,Loamy,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.34,Loamy,Cotton,3350
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,34.42,Loamy,Cotton,3350
131.0,60.0,17.0,25.32023717,81.79475917,7.425041316,83.46532547,20.0,Clayey,Cotton,250
111.0,53.0,19.0,23.96436009,78.02763149,6.419536555,84.63148859,20.0,Clayey,Cotton,260
127.0,53.0,24.0,22.21506982,76.17851932,6.127939628,70.40557612,20.0,Clayey,Cotton,280
108.0,46.0,17.0,24.3017998,84.87668973,6.93221485,65.0247867,20.0,Clayey,Cotton,295
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795,86.00758678,20.0,Clayey,Cotton,330
108.0,36.0,19.0,22.78249615,77.51235009,7.238566893,64.61444234,20.0,Clayey,Cotton,340
114.0,40.0,23.0,25.53676123,81.13668716,6.753978061,95.4262599,20.0,Clayey,Cotton,360
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699,78.59595817,20.0,Clayey,Cotton,400
131.0,35.0,18.0,24.49112609,82.24415809,7.057693366,64.02949379,20.0,Clayey,Cotton,420
131.0,49.0,22.0,25.49848236,79.9751579,7.306918817,67.05961949,20.0,Clayey,Cotton,440
111.0,39.0,22.0,22.60361557,80.3509046,6.135025006,88.57395505,20.0,Clayey,Cotton,445
102.0,37.0,25.0,25.31468463,77.91757121,5.907930899,72.82902109,20.0,Clayey,Cotton,450
111.0,41.0,18.0,23.64328417,78.1258666,6.10539819,80.96157332,20.0,Clayey,Cotton,470
135.0,43.0,16.0,23.47986888,81.73049149,6.720449769,86.76287924,20.0,Clayey,Cotton,490
127.0,37.0,18.0,24.87663664,76.30050373,7.041065585,91.9223468,20.0,Clayey,Cotton,495
103.0,42.0,17.0,24.29470232,84.61527627,6.527541661,81.05902285,20.0,Clayey,Cotton,500
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957,80.03995829,20.0,Clayey,Cotton,520
101.0,37.0,18.0,22.92360984,82.68738535,7.63737841,92.91915074,20.0,Clayey,Cotton,540
121.0,53.0,19.0,23.51308653,76.72621429,7.976889498,80.11272117,20.0,Clayey,Cotton,545
118.0,50.0,19.0,22.95604064,82.33733678,6.360812227,66.48339303,20.0,Clayey,Cotton,560
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887,99.36898373,20.0,Clayey,Cotton,570
129.0,60.0,22.0,24.58453146,79.12404171,5.947448589,71.94608134,20.0,Clayey,Cotton,615
132.0,52.0,19.0,24.16402322,76.7433897,6.436691764,61.94626051,20.0,Clayey,Cotton,660
107.0,45.0,25.0,23.0865933,83.55546146,7.227745516,71.84080724,20.0,Clayey,Cotton,800
121.0,45.0,22.0,22.45942937,81.30681027,6.443785385,64.23026638,20.0,Clayey,Cotton,890
118.0,45.0,23.0,23.37044424,77.43198948,7.977651226,71.67870701,20.0,Clayey,Cotton,900
117.0,56.0,15.0,25.99237426,77.0543546,7.368258226,89.1188212,20.0,Clayey,Cotton,980
107.0,58.0,15.0,23.73868041,75.77503808,7.55606399,76.63669195,20.0,Clayey,Cotton,1000
100.0,46.0,18.0,24.18586246,76.04203958,6.431689506,69.08056728,20.0,Clayey,Cotton,1005
140.0,38.0,15.0,24.1472953,75.88298598,6.021439523,69.91563467,20.0,Clayey,Cotton,1070
133.0,57.0,19.0,23.54234715,75.98203329,7.947011366,84.12536744,20.0,Clayey,Cotton,1120
100.0,52.0,19.0,23.45969093,82.44777468,7.903528673,93.50153555,20.0,Clayey,Cotton,1145
100.0,48.0,17.0,23.7805123,83.03878838,7.827877818,66.26555904,20.0,Clayey,Cotton,1165
121.0,47.0,16.0,23.60564038,79.29573149,7.723240151,72.49800885,20.0,Clayey,Cotton,1170
108.0,38.0,24.0,23.41022496,76.43836957,7.442217061,78.82199603,20.0,Clayey,Cotton,1200
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,78.58488484,20.0,Clayey,Cotton,1340
117.0,51.0,15.0,22.9535715,78.71555832,6.044556594,99.75336197,20.0,Clayey,Cotton,1360
126.0,46.0,25.0,24.43847399,81.69801729,6.757457943,60.79645852,20.0,Clayey,Cotton,1440
106.0,49.0,24.0,23.03887865,76.47039772,6.983395573,90.64770699,20.0,Clayey,Cotton,1745
118.0,44.0,23.0,22.08458267,82.82904143,6.691690476,67.06459777,20.0,Clayey,Cotton,1760
136.0,36.0,24.0,22.74446976,80.41198458,7.59781958,90.07326633,20.0,Clayey,Cotton,1890
110.0,39.0,25.0,22.60612115,77.34264002,7.208795456,75.13617229,20.0,Clayey,Cotton,1905
133.0,47.0,23.0,24.88738107,75.62137159,6.827354668,89.76050416,20.0,Clayey,Cotton,1930
105.0,56.0,15.0,25.96779712,81.97904282,7.272316209,74.14169043,20.0,Clayey,Cotton,1945
102.0,49.0,21.0,24.69315538,84.84422454,6.253343655,89.799462,20.0,Clayey,Cotton,1965
112.0,54.0,15.0,25.46228792,81.56641891,6.175492306,76.88582484,20.0,Clayey,Cotton,2040
123.0,39.0,24.0,25.00755095,78.17952126,7.453106264,86.06411872,20.0,Clayey,Cotton,2240
133.0,47.0,24.0,24.40228894,79.19732001,7.231324765,90.8022356,20.0,Clayey,Cotton,2260
136.0,36.0,20.0,23.09595631,84.86275707,6.925412377,71.29581071,20.0,Clayey,Cotton,2510
126.0,38.0,23.0,25.36243778,83.63276077,6.176716425,88.43618918,20.0,Clayey,Cotton,2610
104.0,47.0,18.0,23.9656349,76.97696717,7.633437412,90.75616738,20.0,Clayey,Cotton,2660
122.0,59.0,18.0,23.5000992,83.63488952,6.219469084,79.81328183,20.0,Clayey,Cotton,2700
134.0,56.0,18.0,23.80834611,83.91902605,6.691268104,70.97358303,20.0,Clayey,Cotton,2745
113.0,37.0,20.0,25.03300222,79.04368718,7.393441155,97.10087029,20.0,Clayey,Cotton,3100
123.0,44.0,21.0,25.78544484,75.00539324,7.641116569,91.39578861,20.0,Clayey,Cotton,3200
100.0,41.0,22.0,22.4204752,84.55794703,7.318802162,93.46595573,20.0,Clayey,Cotton,3900
131.0,38.0,19.0,23.86814008,75.68339729,6.814341946,90.4547185,20.0,Clayey,Cotton,3950
126.0,50.0,19.0,24.69457084,81.7358876,6.628722836,78.58494391,20.0,Clayey,Cotton,4100
102.0,53.0,21.0,23.03814028,76.11021529,6.913678684,91.49697481,20.0,Clayey,Cotton,4900
109.0,36.0,18.0,25.40059227,76.53237965,7.524707577,62.5138867,20.0,Clayey,Cotton,6475
113.0,41.0,20.0,25.0017188,80.53965818,7.256877571,96.32600992,20.0,Clayey,Cotton,9270
131.0,35.0,18.0,24.49112609,82.24415809,7.057693366,64.02949379,59.99,Clayey,Cotton,420
135.0,43.0,16.0,23.47986888,81.73049149,6.720449769,86.76287924,59.99,Clayey,Cotton,490
100.0,46.0,18.0,24.18586246,76.04203958,6.431689506,69.08056728,59.99,Clayey,Cotton,1005
123.0,39.0,24.0,25.00755095,78.17952126,7.453106264,86.06411872,59.99,Clayey,Cotton,2240
117.0,56.0,15.0,25.99237426,77.0543546,7.368258226,89.1188212,59.99,Clayey,Cotton,980
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887,99.36898373,59.99,Clayey,Cotton,570
101.0,58.0,18.0,25.66891439,81.38103349,6.652143699,78.59595817,59.99,Clayey,Cotton,400
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795,86.00758678,59.99,Clayey,Cotton,330
100.0,41.0,22.0,22.4204752,84.55794703,7.318802162,93.46595573,59.99,Clayey,Cotton,3900
125.0,39.0,21.0,25.03149561,82.21276599,7.954629324,95.0191318,59.99,Clayey,Cotton,1900
